is_filler,cross,q_idx,filler
1,-1,sw2534A-ms98-a-0016,uh
1,-1,sw2534A-ms98-a-0016,uh
1,-1,sw2534A-ms98-a-0016,uh
1,-1,sw2534A-ms98-a-0016,um
1,-1,sw2534A-ms98-a-0016,uh
1,-1,sw2534A-ms98-a-0016,uh
1,-1,sw2534A-ms98-a-0016,uh
1,-1,sw2534A-ms98-a-0016,um
0,0,sw2549A-ms98-a-0012,qy
1,0,sw2549A-ms98-a-0012,uh
1,0,sw2549A-ms98-a-0012,uh
1,0,sw2549A-ms98-a-0012,uh
1,0,sw2549A-ms98-a-0012,uh
1,0,sw2549A-ms98-a-0012,uh
1,1,sw2549A-ms98-a-0012,uh
1,0,sw2549A-ms98-a-0012,um
1,0,sw2549A-ms98-a-0012,um
1,0,sw2549A-ms98-a-0012,uh
1,0,sw2549A-ms98-a-0012,uh
1,0,sw2549A-ms98-a-0012,uh
1,0,sw2549A-ms98-a-0012,uh
1,0,sw2549A-ms98-a-0012,uh
1,0,sw2549A-ms98-a-0012,um
1,0,sw2549A-ms98-a-0012,uh
1,0,sw2549A-ms98-a-0012,uh
1,0,sw2549A-ms98-a-0012,uh
1,0,sw2549A-ms98-a-0012,uh
1,0,sw2549A-ms98-a-0012,uh
1,0,sw2549A-ms98-a-0012,uh
0,-1,sw2549A-ms98-a-0098,qy
1,-1,sw2549A-ms98-a-0098,uh
1,-1,sw2549A-ms98-a-0098,uh
1,-1,sw2549A-ms98-a-0098,uh
1,-1,sw2549A-ms98-a-0098,uh
1,-1,sw2549A-ms98-a-0098,uh
1,-1,sw2549A-ms98-a-0098,uh
1,-1,sw2549A-ms98-a-0098,um
1,-1,sw2549A-ms98-a-0098,um
1,-1,sw2549A-ms98-a-0098,uh
1,-1,sw2549A-ms98-a-0098,uh
1,-1,sw2549A-ms98-a-0098,uh
1,-1,sw2549A-ms98-a-0098,uh
1,-1,sw2549A-ms98-a-0098,uh
1,-1,sw2549A-ms98-a-0098,um
1,-1,sw2549A-ms98-a-0098,uh
1,-1,sw2549A-ms98-a-0098,uh
1,-1,sw2549A-ms98-a-0098,uh
1,-1,sw2549A-ms98-a-0098,uh
1,-1,sw2549A-ms98-a-0098,uh
1,-1,sw2549A-ms98-a-0098,uh
0,0,sw2549B-ms98-a-0083,qy
1,328,sw2549B-ms98-a-0083,um
1,326,sw2549B-ms98-a-0083,um
1,-1,sw2549B-ms98-a-0083,um
1,-1,sw2549B-ms98-a-0083,um
1,-1,sw2549B-ms98-a-0083,uh
1,312,sw2549B-ms98-a-0083,uh
1,325,sw2549B-ms98-a-0083,um
1,375,sw2549B-ms98-a-0083,um
1,329,sw2549B-ms98-a-0083,uh
1,-1,sw2549B-ms98-a-0083,um
1,0,sw2549B-ms98-a-0083,uh
1,0,sw2549B-ms98-a-0083,uh
1,0,sw2549B-ms98-a-0083,um
1,0,sw2549B-ms98-a-0083,uh
1,0,sw2549B-ms98-a-0083,uh
1,0,sw2549B-ms98-a-0083,uh
0,0,sw2576B-ms98-a-0078,qy
1,-1,sw2576B-ms98-a-0078,um
1,1,sw2576B-ms98-a-0078,um
1,-1,sw2576B-ms98-a-0078,uh
1,-1,sw2576B-ms98-a-0078,uh
1,2,sw2576B-ms98-a-0078,uh
1,1,sw2576B-ms98-a-0078,uh
1,0,sw2576B-ms98-a-0078,um
1,1,sw2576B-ms98-a-0078,um
1,-1,sw2576B-ms98-a-0078,um
1,-1,sw2576B-ms98-a-0078,uh
1,0,sw2576B-ms98-a-0078,uh
1,-1,sw2576B-ms98-a-0078,uh
0,-1,sw2576B-ms98-a-0088,qy
1,-1,sw2576B-ms98-a-0088,um
1,-1,sw2576B-ms98-a-0088,um
1,-1,sw2576B-ms98-a-0088,uh
1,-1,sw2576B-ms98-a-0088,uh
1,-1,sw2576B-ms98-a-0088,uh
1,-1,sw2576B-ms98-a-0088,uh
1,-1,sw2576B-ms98-a-0088,um
1,-1,sw2576B-ms98-a-0088,um
1,-1,sw2576B-ms98-a-0088,um
1,-1,sw2576B-ms98-a-0088,uh
1,-1,sw2576B-ms98-a-0088,uh
1,-1,sw2576B-ms98-a-0088,uh
0,0,sw2576B-ms98-a-0090,qy
1,-1,sw2576B-ms98-a-0090,um
1,-1,sw2576B-ms98-a-0090,um
1,-1,sw2576B-ms98-a-0090,uh
1,-1,sw2576B-ms98-a-0090,uh
1,-1,sw2576B-ms98-a-0090,uh
1,-1,sw2576B-ms98-a-0090,uh
1,-1,sw2576B-ms98-a-0090,um
1,-1,sw2576B-ms98-a-0090,um
1,-1,sw2576B-ms98-a-0090,um
1,-1,sw2576B-ms98-a-0090,uh
1,-1,sw2576B-ms98-a-0090,uh
1,-1,sw2576B-ms98-a-0090,uh
0,1,sw2579B-ms98-a-0017,qy
1,0,sw2579B-ms98-a-0017,uh
1,0,sw2579B-ms98-a-0017,uh
1,0,sw2579B-ms98-a-0017,uh
1,0,sw2579B-ms98-a-0017,uh
0,19,sw2579B-ms98-a-0019,qy
1,0,sw2579B-ms98-a-0019,uh
1,38,sw2579B-ms98-a-0019,uh
1,0,sw2579B-ms98-a-0019,uh
1,0,sw2579B-ms98-a-0019,uh
0,-1,sw2586A-ms98-a-0006,qy
1,-1,sw2586A-ms98-a-0006,uh
1,-1,sw2586A-ms98-a-0006,uh
1,-1,sw2586A-ms98-a-0006,uh
0,28,sw2586B-ms98-a-0017,qy
1,-1,sw2586B-ms98-a-0017,uh
1,-1,sw2586B-ms98-a-0017,uh
1,-1,sw2586B-ms98-a-0017,uh
1,-1,sw2586B-ms98-a-0017,uh
0,-1,sw2599A-ms98-a-0055,qy
1,-1,sw2599A-ms98-a-0055,uh
1,-1,sw2599A-ms98-a-0055,uh
1,-1,sw2599A-ms98-a-0055,uh
1,-1,sw2599A-ms98-a-0055,uh
1,-1,sw2599A-ms98-a-0055,uh
1,-1,sw2599A-ms98-a-0055,uh
1,-1,sw2599A-ms98-a-0055,uh
0,-1,sw2602A-ms98-a-0042,qy
1,0,sw2602A-ms98-a-0042,uh
0,14,sw2602B-ms98-a-0100,qy
1,3,sw2602B-ms98-a-0100,uh
0,198,sw2602B-ms98-a-0101,qy
1,219,sw2602B-ms98-a-0101,uh
0,1,sw2602B-ms98-a-0102,qy
1,207,sw2602B-ms98-a-0102,uh
0,0,sw2610A-ms98-a-0104,qy
1,-1,sw2610A-ms98-a-0104,uh
1,-1,sw2610A-ms98-a-0104,uh
1,-1,sw2610A-ms98-a-0104,uh
1,22,sw2610A-ms98-a-0104,uh
0,0,sw2610B-ms98-a-0012,qy
1,0,sw2610B-ms98-a-0012,uh
1,-1,sw2610B-ms98-a-0012,uh
1,-1,sw2610B-ms98-a-0012,um
1,0,sw2610B-ms98-a-0012,uh
1,-1,sw2610B-ms98-a-0012,uh
1,1,sw2610B-ms98-a-0012,um
1,-1,sw2610B-ms98-a-0012,uh
0,-1,sw2623A-ms98-a-0059,qy
1,-1,sw2623A-ms98-a-0059,uh
1,-1,sw2623A-ms98-a-0059,uh
1,-1,sw2623A-ms98-a-0059,uh
1,-1,sw2623A-ms98-a-0059,uh
1,-1,sw2623A-ms98-a-0059,uh
1,-1,sw2623A-ms98-a-0059,uh
1,-1,sw2623A-ms98-a-0059,uh
0,0,sw2634A-ms98-a-0057,qy
1,216,sw2634A-ms98-a-0057,um
1,11,sw2634A-ms98-a-0057,uh
1,0,sw2634A-ms98-a-0057,um
1,251,sw2634A-ms98-a-0057,um
1,219,sw2634A-ms98-a-0057,um
1,217,sw2634A-ms98-a-0057,uh
1,10,sw2634A-ms98-a-0057,uh
1,0,sw2634A-ms98-a-0057,uh
0,4,sw2634B-ms98-a-0060,qy
1,-1,sw2634B-ms98-a-0060,um
0,222,sw2641B-ms98-a-0120,qy
1,240,sw2641B-ms98-a-0120,um
1,196,sw2641B-ms98-a-0120,um
1,218,sw2641B-ms98-a-0120,um
1,228,sw2641B-ms98-a-0120,um
1,201,sw2641B-ms98-a-0120,um
0,15,sw2641B-ms98-a-0121,qy
1,479,sw2641B-ms98-a-0121,um
1,345,sw2641B-ms98-a-0121,um
1,284,sw2641B-ms98-a-0121,um
1,334,sw2641B-ms98-a-0121,um
1,302,sw2641B-ms98-a-0121,um
0,0,sw2645A-ms98-a-0033,qy
1,364,sw2645A-ms98-a-0033,uh
1,370,sw2645A-ms98-a-0033,uh
1,496,sw2645A-ms98-a-0033,uh
0,0,sw2645B-ms98-a-0072,qy
1,52,sw2645B-ms98-a-0072,um
1,0,sw2645B-ms98-a-0072,uh
1,0,sw2645B-ms98-a-0072,uh
1,0,sw2645B-ms98-a-0072,uh
1,0,sw2645B-ms98-a-0072,uh
0,0,sw2657A-ms98-a-0018,qy
1,300,sw2657A-ms98-a-0018,uh
1,317,sw2657A-ms98-a-0018,uh
1,285,sw2657A-ms98-a-0018,uh
1,273,sw2657A-ms98-a-0018,uh
1,335,sw2657A-ms98-a-0018,um
1,0,sw2657A-ms98-a-0018,uh
1,306,sw2657A-ms98-a-0018,uh
0,1,sw2672B-ms98-a-0013,qy
1,1,sw2672B-ms98-a-0013,uh
1,0,sw2672B-ms98-a-0013,um
1,0,sw2672B-ms98-a-0013,uh
1,0,sw2672B-ms98-a-0013,um
1,0,sw2672B-ms98-a-0013,um
1,0,sw2672B-ms98-a-0013,uh
1,0,sw2672B-ms98-a-0013,um
1,0,sw2672B-ms98-a-0013,uh
1,0,sw2672B-ms98-a-0013,uh
1,0,sw2672B-ms98-a-0013,uh
0,4,sw2693A-ms98-a-0037,qy
1,-1,sw2693A-ms98-a-0037,uh
1,-1,sw2693A-ms98-a-0037,uh
1,-1,sw2693A-ms98-a-0037,uh
1,-1,sw2693A-ms98-a-0037,uh
0,0,sw2707B-ms98-a-0114,qy
1,-1,sw2707B-ms98-a-0114,uh
1,-1,sw2707B-ms98-a-0114,uh
1,-1,sw2707B-ms98-a-0114,uh
1,-1,sw2707B-ms98-a-0114,uh
1,-1,sw2707B-ms98-a-0114,uh
1,0,sw2707B-ms98-a-0114,uh
1,-1,sw2707B-ms98-a-0114,uh
1,0,sw2707B-ms98-a-0114,uh
1,0,sw2707B-ms98-a-0114,uh
1,-1,sw2707B-ms98-a-0114,uh
1,1,sw2707B-ms98-a-0114,uh
1,0,sw2707B-ms98-a-0114,uh
1,-1,sw2707B-ms98-a-0114,uh
1,0,sw2707B-ms98-a-0114,uh
1,0,sw2707B-ms98-a-0114,uh
1,0,sw2707B-ms98-a-0114,uh
1,1,sw2707B-ms98-a-0114,uh
1,0,sw2707B-ms98-a-0114,uh
1,0,sw2707B-ms98-a-0114,uh
1,0,sw2707B-ms98-a-0114,uh
1,-1,sw2707B-ms98-a-0114,uh
1,-1,sw2707B-ms98-a-0114,uh
1,-1,sw2707B-ms98-a-0114,uh
0,0,sw2711A-ms98-a-0053,qy
1,0,sw2711A-ms98-a-0053,uh
1,519,sw2711A-ms98-a-0053,uh
1,-1,sw2711A-ms98-a-0053,uh
1,14,sw2711A-ms98-a-0053,uh
1,513,sw2711A-ms98-a-0053,uh
1,0,sw2711A-ms98-a-0053,uh
1,0,sw2711A-ms98-a-0053,uh
1,510,sw2711A-ms98-a-0053,uh
1,512,sw2711A-ms98-a-0053,uh
1,0,sw2711A-ms98-a-0053,uh
1,-1,sw2711A-ms98-a-0053,uh
0,-1,sw2713B-ms98-a-0047,qy
1,-1,sw2713B-ms98-a-0047,uh
1,-1,sw2713B-ms98-a-0047,uh
1,-1,sw2713B-ms98-a-0047,uh
1,-1,sw2713B-ms98-a-0047,uh
0,0,sw2724B-ms98-a-0041,qy
1,-1,sw2724B-ms98-a-0041,uh
1,-1,sw2724B-ms98-a-0041,um
1,0,sw2724B-ms98-a-0041,um
1,-1,sw2724B-ms98-a-0041,um
1,-1,sw2724B-ms98-a-0041,um
1,-1,sw2724B-ms98-a-0041,um
1,-1,sw2724B-ms98-a-0041,um
1,-1,sw2724B-ms98-a-0041,um
1,-1,sw2724B-ms98-a-0041,um
1,-1,sw2724B-ms98-a-0041,um
1,-1,sw2724B-ms98-a-0041,um
1,3,sw2724B-ms98-a-0041,um
0,1,sw2736B-ms98-a-0064,qy
1,7,sw2736B-ms98-a-0064,um
1,262,sw2736B-ms98-a-0064,uh
1,0,sw2736B-ms98-a-0064,um
1,9,sw2736B-ms98-a-0064,um
1,0,sw2736B-ms98-a-0064,uh
1,222,sw2736B-ms98-a-0064,uh
1,6,sw2736B-ms98-a-0064,um
1,0,sw2736B-ms98-a-0064,um
1,0,sw2736B-ms98-a-0064,um
1,5,sw2736B-ms98-a-0064,uh
1,246,sw2736B-ms98-a-0064,um
1,258,sw2736B-ms98-a-0064,uh
1,242,sw2736B-ms98-a-0064,um
1,242,sw2736B-ms98-a-0064,um
0,34,sw2754A-ms98-a-0062,qy
1,0,sw2754A-ms98-a-0062,uh
1,1,sw2754A-ms98-a-0062,uh
1,8,sw2754A-ms98-a-0062,uh
1,0,sw2754A-ms98-a-0062,um
1,0,sw2754A-ms98-a-0062,um
1,16,sw2754A-ms98-a-0062,um
0,0,sw2754A-ms98-a-0064,qy
1,0,sw2754A-ms98-a-0064,uh
1,0,sw2754A-ms98-a-0064,uh
1,1,sw2754A-ms98-a-0064,uh
1,0,sw2754A-ms98-a-0064,um
1,0,sw2754A-ms98-a-0064,um
1,1,sw2754A-ms98-a-0064,um
0,0,sw2754B-ms98-a-0089,qy
1,0,sw2754B-ms98-a-0089,uh
1,1,sw2754B-ms98-a-0089,uh
1,0,sw2754B-ms98-a-0089,uh
1,0,sw2754B-ms98-a-0089,uh
1,0,sw2754B-ms98-a-0089,uh
1,1,sw2754B-ms98-a-0089,uh
1,-1,sw2754B-ms98-a-0089,uh
1,1,sw2754B-ms98-a-0089,uh
1,0,sw2754B-ms98-a-0089,uh
1,0,sw2754B-ms98-a-0089,uh
1,-1,sw2754B-ms98-a-0089,uh
0,8,sw2755A-ms98-a-0125,qy
1,230,sw2755A-ms98-a-0125,uh
1,249,sw2755A-ms98-a-0125,um
1,224,sw2755A-ms98-a-0125,uh
1,241,sw2755A-ms98-a-0125,uh
1,230,sw2755A-ms98-a-0125,um
0,0,sw2772B-ms98-a-0023,qy
1,0,sw2772B-ms98-a-0023,um
1,1,sw2772B-ms98-a-0023,um
1,0,sw2772B-ms98-a-0023,uh
1,0,sw2772B-ms98-a-0023,uh
1,1,sw2772B-ms98-a-0023,uh
1,0,sw2772B-ms98-a-0023,um
1,0,sw2772B-ms98-a-0023,um
1,0,sw2772B-ms98-a-0023,uh
1,0,sw2772B-ms98-a-0023,um
1,0,sw2772B-ms98-a-0023,um
1,0,sw2772B-ms98-a-0023,um
1,0,sw2772B-ms98-a-0023,uh
1,0,sw2772B-ms98-a-0023,uh
1,0,sw2772B-ms98-a-0023,uh
1,0,sw2772B-ms98-a-0023,um
1,0,sw2772B-ms98-a-0023,uh
0,5,sw2772B-ms98-a-0079,qy
1,0,sw2772B-ms98-a-0079,um
1,280,sw2772B-ms98-a-0079,um
1,0,sw2772B-ms98-a-0079,uh
1,0,sw2772B-ms98-a-0079,uh
1,3,sw2772B-ms98-a-0079,uh
1,0,sw2772B-ms98-a-0079,um
1,0,sw2772B-ms98-a-0079,um
1,0,sw2772B-ms98-a-0079,uh
1,0,sw2772B-ms98-a-0079,um
1,255,sw2772B-ms98-a-0079,um
1,0,sw2772B-ms98-a-0079,um
1,1,sw2772B-ms98-a-0079,uh
1,0,sw2772B-ms98-a-0079,uh
1,4,sw2772B-ms98-a-0079,uh
1,0,sw2772B-ms98-a-0079,um
1,0,sw2772B-ms98-a-0079,uh
0,3,sw2780B-ms98-a-0031,qy
1,0,sw2780B-ms98-a-0031,uh
1,1,sw2780B-ms98-a-0031,uh
1,0,sw2780B-ms98-a-0031,uh
1,3,sw2780B-ms98-a-0031,uh
1,20,sw2780B-ms98-a-0031,uh
1,0,sw2780B-ms98-a-0031,uh
0,0,sw2780B-ms98-a-0043,qy
1,0,sw2780B-ms98-a-0043,uh
1,0,sw2780B-ms98-a-0043,uh
1,0,sw2780B-ms98-a-0043,uh
1,0,sw2780B-ms98-a-0043,uh
1,1,sw2780B-ms98-a-0043,uh
1,0,sw2780B-ms98-a-0043,uh
0,1,sw2788A-ms98-a-0099,qy
1,0,sw2788A-ms98-a-0099,uh
1,1,sw2788A-ms98-a-0099,um
0,-1,sw2788A-ms98-a-0153,qy
1,-1,sw2788A-ms98-a-0153,uh
1,-1,sw2788A-ms98-a-0153,um
0,-1,sw2793A-ms98-a-0029,qy
1,-1,sw2793A-ms98-a-0029,uh
1,-1,sw2793A-ms98-a-0029,uh
1,-1,sw2793A-ms98-a-0029,uh
1,-1,sw2793A-ms98-a-0029,uh
1,-1,sw2793A-ms98-a-0029,uh
1,-1,sw2793A-ms98-a-0029,uh
1,-1,sw2793A-ms98-a-0029,uh
0,-1,sw2793A-ms98-a-0031,qy
1,-1,sw2793A-ms98-a-0031,uh
1,-1,sw2793A-ms98-a-0031,uh
1,-1,sw2793A-ms98-a-0031,uh
1,-1,sw2793A-ms98-a-0031,uh
1,-1,sw2793A-ms98-a-0031,uh
1,-1,sw2793A-ms98-a-0031,uh
1,-1,sw2793A-ms98-a-0031,uh
0,4,sw2793A-ms98-a-0032,qy
1,285,sw2793A-ms98-a-0032,uh
1,67,sw2793A-ms98-a-0032,uh
1,276,sw2793A-ms98-a-0032,uh
1,257,sw2793A-ms98-a-0032,uh
1,4,sw2793A-ms98-a-0032,uh
1,15,sw2793A-ms98-a-0032,uh
1,279,sw2793A-ms98-a-0032,uh
0,-1,sw2793A-ms98-a-0036,qy
1,-1,sw2793A-ms98-a-0036,uh
1,-1,sw2793A-ms98-a-0036,uh
1,-1,sw2793A-ms98-a-0036,uh
1,-1,sw2793A-ms98-a-0036,uh
1,-1,sw2793A-ms98-a-0036,uh
1,-1,sw2793A-ms98-a-0036,uh
1,-1,sw2793A-ms98-a-0036,uh
0,-1,sw2793A-ms98-a-0038,qy
1,-1,sw2793A-ms98-a-0038,uh
1,-1,sw2793A-ms98-a-0038,uh
1,-1,sw2793A-ms98-a-0038,uh
1,-1,sw2793A-ms98-a-0038,uh
1,-1,sw2793A-ms98-a-0038,uh
1,-1,sw2793A-ms98-a-0038,uh
1,-1,sw2793A-ms98-a-0038,uh
0,231,sw2793A-ms98-a-0039,qy
1,225,sw2793A-ms98-a-0039,uh
1,212,sw2793A-ms98-a-0039,uh
1,250,sw2793A-ms98-a-0039,uh
1,252,sw2793A-ms98-a-0039,uh
1,240,sw2793A-ms98-a-0039,uh
1,231,sw2793A-ms98-a-0039,uh
1,241,sw2793A-ms98-a-0039,uh
0,231,sw2793A-ms98-a-0041,qy
1,218,sw2793A-ms98-a-0041,uh
1,220,sw2793A-ms98-a-0041,uh
1,241,sw2793A-ms98-a-0041,uh
1,247,sw2793A-ms98-a-0041,uh
1,237,sw2793A-ms98-a-0041,uh
1,225,sw2793A-ms98-a-0041,uh
1,236,sw2793A-ms98-a-0041,uh
0,16,sw2793A-ms98-a-0043,qy
1,203,sw2793A-ms98-a-0043,uh
1,176,sw2793A-ms98-a-0043,uh
1,225,sw2793A-ms98-a-0043,uh
1,214,sw2793A-ms98-a-0043,uh
1,178,sw2793A-ms98-a-0043,uh
1,171,sw2793A-ms98-a-0043,uh
1,221,sw2793A-ms98-a-0043,uh
0,27,sw2793A-ms98-a-0046,qy
1,435,sw2793A-ms98-a-0046,uh
1,311,sw2793A-ms98-a-0046,uh
1,380,sw2793A-ms98-a-0046,uh
1,363,sw2793A-ms98-a-0046,uh
1,273,sw2793A-ms98-a-0046,uh
1,356,sw2793A-ms98-a-0046,uh
1,350,sw2793A-ms98-a-0046,uh
0,-1,sw2793B-ms98-a-0039,qy
1,-1,sw2793B-ms98-a-0039,uh
1,-1,sw2793B-ms98-a-0039,uh
1,-1,sw2793B-ms98-a-0039,uh
1,-1,sw2793B-ms98-a-0039,uh
1,-1,sw2793B-ms98-a-0039,uh
1,-1,sw2793B-ms98-a-0039,uh
0,0,sw2793B-ms98-a-0040,qy
1,12,sw2793B-ms98-a-0040,uh
1,1,sw2793B-ms98-a-0040,uh
1,0,sw2793B-ms98-a-0040,uh
1,40,sw2793B-ms98-a-0040,uh
1,0,sw2793B-ms98-a-0040,uh
1,0,sw2793B-ms98-a-0040,uh
0,0,sw2806B-ms98-a-0076,qy
1,2,sw2806B-ms98-a-0076,uh
1,0,sw2806B-ms98-a-0076,uh
1,-1,sw2806B-ms98-a-0076,um
1,0,sw2806B-ms98-a-0076,uh
0,0,sw2806B-ms98-a-0088,qy
1,4,sw2806B-ms98-a-0088,uh
1,0,sw2806B-ms98-a-0088,uh
1,43,sw2806B-ms98-a-0088,um
1,0,sw2806B-ms98-a-0088,uh
0,1,sw2819A-ms98-a-0072,qy
1,0,sw2819A-ms98-a-0072,um
1,0,sw2819A-ms98-a-0072,um
1,0,sw2819A-ms98-a-0072,uh
1,0,sw2819A-ms98-a-0072,um
1,0,sw2819A-ms98-a-0072,uh
1,0,sw2819A-ms98-a-0072,uh
1,0,sw2819A-ms98-a-0072,um
0,0,sw2830A-ms98-a-0033,qy
1,0,sw2830A-ms98-a-0033,um
1,0,sw2830A-ms98-a-0033,um
1,0,sw2830A-ms98-a-0033,um
1,-1,sw2830A-ms98-a-0033,um
1,-1,sw2830A-ms98-a-0033,um
1,-1,sw2830A-ms98-a-0033,um
1,0,sw2830A-ms98-a-0033,uh
1,-1,sw2830A-ms98-a-0033,um
0,168,sw2836A-ms98-a-0007,qy
1,255,sw2836A-ms98-a-0007,uh
1,273,sw2836A-ms98-a-0007,uh
1,270,sw2836A-ms98-a-0007,uh
1,246,sw2836A-ms98-a-0007,uh
1,252,sw2836A-ms98-a-0007,uh
1,221,sw2836A-ms98-a-0007,uh
1,257,sw2836A-ms98-a-0007,uh
1,253,sw2836A-ms98-a-0007,uh
1,266,sw2836A-ms98-a-0007,uh
1,252,sw2836A-ms98-a-0007,uh
1,241,sw2836A-ms98-a-0007,uh
0,0,sw2836B-ms98-a-0036,qy
1,499,sw2836B-ms98-a-0036,um
1,1,sw2836B-ms98-a-0036,um
1,0,sw2836B-ms98-a-0036,uh
1,504,sw2836B-ms98-a-0036,um
0,1,sw2836B-ms98-a-0092,qy
1,0,sw2836B-ms98-a-0092,um
1,0,sw2836B-ms98-a-0092,um
1,0,sw2836B-ms98-a-0092,uh
1,0,sw2836B-ms98-a-0092,um
0,23,sw2840B-ms98-a-0064,qy
1,-1,sw2840B-ms98-a-0064,um
1,-1,sw2840B-ms98-a-0064,uh
1,-1,sw2840B-ms98-a-0064,uh
